region_1,region_2,carrier_1,parameter,timestep_2,value
RO,RO,electricity,dem,d274,5.578062481
SE,SE,electricity,dem,d274,12.31638697
SI,SI,electricity,dem,d274,0.901258453
SK,SK,electricity,dem,d274,1.994713533
UK,UK,electricity,dem,d274,30.62677587
EE,EE,electricity,dem,d274,0.704676816
LT,LT,electricity,dem,d274,0.494594423
LV,LV,electricity,dem,d274,0.64310084
NONEU_Balkan,NONEU_Balkan,electricity,dem,d274,4.528086313
TR,TR,electricity,dem,d274,22.58636108
AT,AT,electricity,dem,d275,4.514041437
BE,BE,electricity,dem,d275,5.358391399
BG,BG,electricity,dem,d275,3.572748686
CH,CH,electricity,dem,d275,8.873988526
CZ,CZ,electricity,dem,d275,5.093467012
DK,DK,electricity,dem,d275,4.382840968
ES,ES,electricity,dem,d275,27.6125729
FI,FI,electricity,dem,d275,2.102748655
FR,FR,electricity,dem,d275,47.34072463
GR,GR,electricity,dem,d275,5.372308714
HR,HR,electricity,dem,d275,1.949769593
HU,HU,electricity,dem,d275,3.442727817
IE,IE,electricity,dem,d275,2.649850584
IT,IT,electricity,dem,d275,14.79208765
LU,LU,electricity,dem,d275,0.66201374
NL,NL,electricity,dem,d275,7.69940514
NO,NO,electricity,dem,d275,10.36345475
PL,PL,electricity,dem,d275,16.96787805
PT,PT,electricity,dem,d275,4.970773928
RO,RO,electricity,dem,d275,5.626134025
SE,SE,electricity,dem,d275,12.31844867
SI,SI,electricity,dem,d275,0.924373505
SK,SK,electricity,dem,d275,2.051918853
UK,UK,electricity,dem,d275,31.4435306
EE,EE,electricity,dem,d275,0.708643465
LT,LT,electricity,dem,d275,0.504704342
LV,LV,electricity,dem,d275,0.645642135
NONEU_Balkan,NONEU_Balkan,electricity,dem,d275,4.593348952
TR,TR,electricity,dem,d275,21.98528396
AT,AT,electricity,dem,d276,4.59484433
BE,BE,electricity,dem,d276,5.299276211
BG,BG,electricity,dem,d276,3.782135555
CH,CH,electricity,dem,d276,8.692246463
CZ,CZ,electricity,dem,d276,5.147669228
DK,DK,electricity,dem,d276,4.467412158
ES,ES,electricity,dem,d276,28.09879031
FI,FI,electricity,dem,d276,2.057073392
FR,FR,electricity,dem,d276,47.42305535
GR,GR,electricity,dem,d276,5.393925193
HR,HR,electricity,dem,d276,1.968796418
HU,HU,electricity,dem,d276,3.443278233
IE,IE,electricity,dem,d276,2.675760528
IT,IT,electricity,dem,d276,14.78344549
LU,LU,electricity,dem,d276,0.66313671
NL,NL,electricity,dem,d276,7.718832625
NO,NO,electricity,dem,d276,10.24721825
PL,PL,electricity,dem,d276,17.12434568
PT,PT,electricity,dem,d276,4.962279945
RO,RO,electricity,dem,d276,5.688734369
SE,SE,electricity,dem,d276,12.17479561
SI,SI,electricity,dem,d276,0.943906995
SK,SK,electricity,dem,d276,2.041997823
UK,UK,electricity,dem,d276,31.47600996
EE,EE,electricity,dem,d276,0.697549747
LT,LT,electricity,dem,d276,0.508712027
LV,LV,electricity,dem,d276,0.6403146
NONEU_Balkan,NONEU_Balkan,electricity,dem,d276,4.741730932
TR,TR,electricity,dem,d276,22.07374582
AT,AT,electricity,dem,d277,4.500260219
BE,BE,electricity,dem,d277,5.336885022
BG,BG,electricity,dem,d277,3.948417585
CH,CH,electricity,dem,d277,8.588696548
CZ,CZ,electricity,dem,d277,5.045629774
DK,DK,electricity,dem,d277,4.355697554
ES,ES,electricity,dem,d277,27.25881627
FI,FI,electricity,dem,d277,2.087441071
FR,FR,electricity,dem,d277,46.67782179
GR,GR,electricity,dem,d277,5.389111042
HR,HR,electricity,dem,d277,1.986164943
HU,HU,electricity,dem,d277,3.451442732
IE,IE,electricity,dem,d277,2.611077289
IT,IT,electricity,dem,d277,14.57740058
LU,LU,electricity,dem,d277,0.678588788
NL,NL,electricity,dem,d277,7.751808543
NO,NO,electricity,dem,d277,10.18296444
PL,PL,electricity,dem,d277,17.05706776
PT,PT,electricity,dem,d277,4.910290912
RO,RO,electricity,dem,d277,5.633685934
SE,SE,electricity,dem,d277,11.73635084
SI,SI,electricity,dem,d277,0.916168932
SK,SK,electricity,dem,d277,2.039829989
UK,UK,electricity,dem,d277,30.82829292
EE,EE,electricity,dem,d277,0.697581996
LT,LT,electricity,dem,d277,0.504803298
LV,LV,electricity,dem,d277,0.620198562
NONEU_Balkan,NONEU_Balkan,electricity,dem,d277,4.834764569
TR,TR,electricity,dem,d277,22.05404471
AT,AT,electricity,dem,d278,3.88450994
BE,BE,electricity,dem,d278,4.620720493
BG,BG,electricity,dem,d278,3.609034275
CH,CH,electricity,dem,d278,7.980315164
CZ,CZ,electricity,dem,d278,4.390864721
DK,DK,electricity,dem,d278,3.708006003
ES,ES,electricity,dem,d278,23.3903356
FI,FI,electricity,dem,d278,1.917783549
FR,FR,electricity,dem,d278,40.89298447
GR,GR,electricity,dem,d278,5.169784012
HR,HR,electricity,dem,d278,1.867290922
HU,HU,electricity,dem,d278,3.145900868
IE,IE,electricity,dem,d278,2.364364787
IT,IT,electricity,dem,d278,12.467198
LU,LU,electricity,dem,d278,0.58740356
NL,NL,electricity,dem,d278,6.763692289
NO,NO,electricity,dem,d278,9.141429949
PL,PL,electricity,dem,d278,15.29704425
PT,PT,electricity,dem,d278,4.269617614
RO,RO,electricity,dem,d278,5.068634453
SE,SE,electricity,dem,d278,10.33791409
SI,SI,electricity,dem,d278,0.881496352
SK,SK,electricity,dem,d278,1.8524526
UK,UK,electricity,dem,d278,27.39387743
EE,EE,electricity,dem,d278,0.598867259
LT,LT,electricity,dem,d278,0.443912884
LV,LV,electricity,dem,d278,0.536335812
NONEU_Balkan,NONEU_Balkan,electricity,dem,d278,4.779830729
TR,TR,electricity,dem,d278,21.15648515
AT,AT,electricity,dem,d279,3.536301465
BE,BE,electricity,dem,d279,4.394126859
BG,BG,electricity,dem,d279,3.574184318
CH,CH,electricity,dem,d279,7.693451141
CZ,CZ,electricity,dem,d279,4.28440118
DK,DK,electricity,dem,d279,3.535816435
ES,ES,electricity,dem,d279,21.32242703
FI,FI,electricity,dem,d279,1.822482385
FR,FR,electricity,dem,d279,38.39258051
GR,GR,electricity,dem,d279,5.042916988
HR,HR,electricity,dem,d279,1.738467093
HU,HU,electricity,dem,d279,2.984445599
IE,IE,electricity,dem,d279,2.267248309
IT,IT,electricity,dem,d279,11.00203316
LU,LU,electricity,dem,d279,0.534399339
NL,NL,electricity,dem,d279,6.321239176
NO,NO,electricity,dem,d279,9.137452626
PL,PL,electricity,dem,d279,13.75625736
PT,PT,electricity,dem,d279,3.987961538
RO,RO,electricity,dem,d279,4.558784745
SE,SE,electricity,dem,d279,10.00134914
SI,SI,electricity,dem,d279,0.829449382
SK,SK,electricity,dem,d279,1.795782863
UK,UK,electricity,dem,d279,26.08100145
EE,EE,electricity,dem,d279,0.579743495
LT,LT,electricity,dem,d279,0.431131175
LV,LV,electricity,dem,d279,0.532079908
NONEU_Balkan,NONEU_Balkan,electricity,dem,d279,4.827924377
TR,TR,electricity,dem,d279,20.63730286
AT,AT,electricity,dem,d280,4.510363419
BE,BE,electricity,dem,d280,5.259501447
BG,BG,electricity,dem,d280,3.726468939
CH,CH,electricity,dem,d280,8.8199922
CZ,CZ,electricity,dem,d280,5.066237463
DK,DK,electricity,dem,d280,4.29531635
ES,ES,electricity,dem,d280,25.68626991
FI,FI,electricity,dem,d280,2.005971729
FR,FR,electricity,dem,d280,46.1025108
GR,GR,electricity,dem,d280,5.458633039
HR,HR,electricity,dem,d280,1.898231333
HU,HU,electricity,dem,d280,3.350227403
IE,IE,electricity,dem,d280,2.576921607
IT,IT,electricity,dem,d280,14.11711969
LU,LU,electricity,dem,d280,0.663181629
NL,NL,electricity,dem,d280,7.647993675
NO,NO,electricity,dem,d280,9.97765441
PL,PL,electricity,dem,d280,16.52750632
PT,PT,electricity,dem,d280,4.791814497
RO,RO,electricity,dem,d280,5.306653764
SE,SE,electricity,dem,d280,11.23592814
SI,SI,electricity,dem,d280,0.921274564
SK,SK,electricity,dem,d280,1.995963226
UK,UK,electricity,dem,d280,30.57093885
EE,EE,electricity,dem,d280,0.672653381
LT,LT,electricity,dem,d280,0.50044927
LV,LV,electricity,dem,d280,0.628771607
NONEU_Balkan,NONEU_Balkan,electricity,dem,d280,4.858405982
TR,TR,electricity,dem,d280,22.33855197
AT,AT,electricity,dem,d281,4.52350893
BE,BE,electricity,dem,d281,5.399172565
BG,BG,electricity,dem,d281,3.707087913
CH,CH,electricity,dem,d281,9.171515114
CZ,CZ,electricity,dem,d281,5.071032603
DK,DK,electricity,dem,d281,4.404499444
ES,ES,electricity,dem,d281,25.8038061
FI,FI,electricity,dem,d281,2.01636622
FR,FR,electricity,dem,d281,47.55149126
GR,GR,electricity,dem,d281,5.584556111
HR,HR,electricity,dem,d281,1.741827335
HU,HU,electricity,dem,d281,3.413341735
IE,IE,electricity,dem,d281,2.614888652
IT,IT,electricity,dem,d281,14.56844918
LU,LU,electricity,dem,d281,0.681912782
NL,NL,electricity,dem,d281,7.835833022
NO,NO,electricity,dem,d281,9.674237077
PL,PL,electricity,dem,d281,16.89763374
PT,PT,electricity,dem,d281,4.949831867
RO,RO,electricity,dem,d281,5.37481262
SE,SE,electricity,dem,d281,11.20462198
SI,SI,electricity,dem,d281,0.927828063
SK,SK,electricity,dem,d281,2.017616064
UK,UK,electricity,dem,d281,30.87874852
EE,EE,electricity,dem,d281,0.665848804
LT,LT,electricity,dem,d281,0.505528969
LV,LV,electricity,dem,d281,0.628802225
NONEU_Balkan,NONEU_Balkan,electricity,dem,d281,4.754269829
TR,TR,electricity,dem,d281,22.8538713
AT,AT,electricity,dem,d282,4.598794794
BE,BE,electricity,dem,d282,5.470889658
BG,BG,electricity,dem,d282,3.711358917
CH,CH,electricity,dem,d282,9.321064431
CZ,CZ,electricity,dem,d282,5.133369433
DK,DK,electricity,dem,d282,4.451754299
ES,ES,electricity,dem,d282,25.75325248
FI,FI,electricity,dem,d282,1.997987954
FR,FR,electricity,dem,d282,47.99836633
GR,GR,electricity,dem,d282,5.688296333
HR,HR,electricity,dem,d282,1.969581929
HU,HU,electricity,dem,d282,3.463337827
IE,IE,electricity,dem,d282,2.618736664
IT,IT,electricity,dem,d282,14.69554276
LU,LU,electricity,dem,d282,0.683574779
NL,NL,electricity,dem,d282,7.895978387
NO,NO,electricity,dem,d282,9.729333792
PL,PL,electricity,dem,d282,16.91064634
PT,PT,electricity,dem,d282,4.992301781
RO,RO,electricity,dem,d282,5.465320527
SE,SE,electricity,dem,d282,11.28667773
SI,SI,electricity,dem,d282,0.959985927
SK,SK,electricity,dem,d282,2.044726744
UK,UK,electricity,dem,d282,30.64986636
EE,EE,electricity,dem,d282,0.685069315
LT,LT,electricity,dem,d282,0.499888524
LV,LV,electricity,dem,d282,0.631190431
NONEU_Balkan,NONEU_Balkan,electricity,dem,d282,4.778710847
TR,TR,electricity,dem,d282,23.27841098
AT,AT,electricity,dem,d283,4.594208623
BE,BE,electricity,dem,d283,5.575949292
BG,BG,electricity,dem,d283,3.575619949
CH,CH,electricity,dem,d283,9.537391483
CZ,CZ,electricity,dem,d283,5.072488271
DK,DK,electricity,dem,d283,4.423251371
ES,ES,electricity,dem,d283,26.3381227
FI,FI,electricity,dem,d283,2.017457
FR,FR,electricity,dem,d283,49.92715415
GR,GR,electricity,dem,d283,5.64322267
HR,HR,electricity,dem,d283,1.980229969
HU,HU,electricity,dem,d283,3.502172711
IE,IE,electricity,dem,d283,2.627642062
IT,IT,electricity,dem,d283,14.65137168
LU,LU,electricity,dem,d283,0.684428236
NL,NL,electricity,dem,d283,7.836703992
NO,NO,electricity,dem,d283,10.26479247
PL,PL,electricity,dem,d283,16.99967784
PT,PT,electricity,dem,d283,4.971945512
RO,RO,electricity,dem,d283,5.35894211
SE,SE,electricity,dem,d283,11.56986046
SI,SI,electricity,dem,d283,0.957268004
SK,SK,electricity,dem,d283,2.035239281
UK,UK,electricity,dem,d283,30.93160858
EE,EE,electricity,dem,d283,0.674007846
LT,LT,electricity,dem,d283,0.495089199
LV,LV,electricity,dem,d283,0.642488479
NONEU_Balkan,NONEU_Balkan,electricity,dem,d283,4.636666075
TR,TR,electricity,dem,d283,23.09395448
AT,AT,electricity,dem,d284,4.582811306
BE,BE,electricity,dem,d284,5.578224636
BG,BG,electricity,dem,d284,3.48571352
CH,CH,electricity,dem,d284,9.221957252
CZ,CZ,electricity,dem,d284,5.061385237
DK,DK,electricity,dem,d284,4.378106107
ES,ES,electricity,dem,d284,25.88519863
FI,FI,electricity,dem,d284,2.067898696
FR,FR,electricity,dem,d284,51.32199714
GR,GR,electricity,dem,d284,5.497995798
HR,HR,electricity,dem,d284,1.968578221
HU,HU,electricity,dem,d284,3.437743497
IE,IE,electricity,dem,d284,2.614009107
IT,IT,electricity,dem,d284,14.39658234
LU,LU,electricity,dem,d284,0.683889211
NL,NL,electricity,dem,d284,8.053769244
NO,NO,electricity,dem,d284,10.3913885
PL,PL,electricity,dem,d284,16.83237297
PT,PT,electricity,dem,d284,4.919004567
RO,RO,electricity,dem,d284,5.224464458
SE,SE,electricity,dem,d284,11.60446534
SI,SI,electricity,dem,d284,0.949850866
SK,SK,electricity,dem,d284,2.0042265
UK,UK,electricity,dem,d284,31.24319669
EE,EE,electricity,dem,d284,0.667783755
LT,LT,electricity,dem,d284,0.494413005
LV,LV,electricity,dem,d284,0.629108406
NONEU_Balkan,NONEU_Balkan,electricity,dem,d284,4.528183511
TR,TR,electricity,dem,d284,22.49963755
AT,AT,electricity,dem,d285,3.872794769
BE,BE,electricity,dem,d285,4.86849233
BG,BG,electricity,dem,d285,3.292728743
CH,CH,electricity,dem,d285,8.097740084
CZ,CZ,electricity,dem,d285,4.361494484
DK,DK,electricity,dem,d285,3.73693085
ES,ES,electricity,dem,d285,22.04217291
FI,FI,electricity,dem,d285,1.934145248
FR,FR,electricity,dem,d285,47.34333511
GR,GR,electricity,dem,d285,5.090161739
HR,HR,electricity,dem,d285,1.836830545
HU,HU,electricity,dem,d285,3.091348557
IE,IE,electricity,dem,d285,2.417613935
IT,IT,electricity,dem,d285,12.24907684
LU,LU,electricity,dem,d285,0.598857862
NL,NL,electricity,dem,d285,6.922281537
NO,NO,electricity,dem,d285,9.643867595
PL,PL,electricity,dem,d285,15.25254828
PT,PT,electricity,dem,d285,4.283932904
RO,RO,electricity,dem,d285,4.958460915
SE,SE,electricity,dem,d285,10.48949678
SI,SI,electricity,dem,d285,0.852361225
SK,SK,electricity,dem,d285,1.817333686
UK,UK,electricity,dem,d285,28.19265593
EE,EE,electricity,dem,d285,0.590901711
LT,LT,electricity,dem,d285,0.43970729
LV,LV,electricity,dem,d285,0.549134144
NONEU_Balkan,NONEU_Balkan,electricity,dem,d285,4.462076268
TR,TR,electricity,dem,d285,20.83064418
AT,AT,electricity,dem,d286,3.483356159
BE,BE,electricity,dem,d286,4.714972244
BG,BG,electricity,dem,d286,3.250772409
CH,CH,electricity,dem,d286,7.662283641
CZ,CZ,electricity,dem,d286,4.239075682
DK,DK,electricity,dem,d286,3.688550879
ES,ES,electricity,dem,d286,20.98901854
FI,FI,electricity,dem,d286,1.863748697
FR,FR,electricity,dem,d286,45.19117001
GR,GR,electricity,dem,d286,4.651696468
HR,HR,electricity,dem,d286,1.707352124
HU,HU,electricity,dem,d286,2.908182447
IE,IE,electricity,dem,d286,2.301367344
IT,IT,electricity,dem,d286,10.8424216
LU,LU,electricity,dem,d286,0.555151839
NL,NL,electricity,dem,d286,6.754377742
NO,NO,electricity,dem,d286,9.415001944
PL,PL,electricity,dem,d286,13.7499686
PT,PT,electricity,dem,d286,3.998066449
RO,RO,electricity,dem,d286,4.499941189
SE,SE,electricity,dem,d286,10.42517167
SI,SI,electricity,dem,d286,0.78352409
SK,SK,electricity,dem,d286,1.754466494
UK,UK,electricity,dem,d286,28.12578891
EE,EE,electricity,dem,d286,0.582774918
LT,LT,electricity,dem,d286,0.422472598
LV,LV,electricity,dem,d286,0.533335247
NONEU_Balkan,NONEU_Balkan,electricity,dem,d286,4.470697243
TR,TR,electricity,dem,d286,19.03629765
AT,AT,electricity,dem,d287,4.505459394
BE,BE,electricity,dem,d287,5.587326012
BG,BG,electricity,dem,d287,3.434102565
CH,CH,electricity,dem,d287,8.902011935
CZ,CZ,electricity,dem,d287,5.107823892
DK,DK,electricity,dem,d287,4.246233182
ES,ES,electricity,dem,d287,25.60329387
FI,FI,electricity,dem,d287,2.089595133
FR,FR,electricity,dem,d287,52.00911726
GR,GR,electricity,dem,d287,5.380568285
HR,HR,electricity,dem,d287,1.967487233
HU,HU,electricity,dem,d287,3.33285873
IE,IE,electricity,dem,d287,2.598617061
IT,IT,electricity,dem,d287,13.81653174
LU,LU,electricity,dem,d287,0.674231662
NL,NL,electricity,dem,d287,7.993333556
NO,NO,electricity,dem,d287,10.35451348
PL,PL,electricity,dem,d287,16.53260852
PT,PT,electricity,dem,d287,4.847245057
RO,RO,electricity,dem,d287,5.102522208
SE,SE,electricity,dem,d287,11.82703402
SI,SI,electricity,dem,d287,0.902223696
SK,SK,electricity,dem,d287,1.984869016
UK,UK,electricity,dem,d287,32.69759261
EE,EE,electricity,dem,d287,0.685682049
LT,LT,electricity,dem,d287,0.498486659
LV,LV,electricity,dem,d287,0.632384533
NONEU_Balkan,NONEU_Balkan,electricity,dem,d287,4.503536428
TR,TR,electricity,dem,d287,22.01908489
AT,AT,electricity,dem,d288,4.519535762
BE,BE,electricity,dem,d288,5.623622125
BG,BG,electricity,dem,d288,3.437835207
CH,CH,electricity,dem,d288,8.508522257
CZ,CZ,electricity,dem,d288,5.239718805
DK,DK,electricity,dem,d288,4.388513426
ES,ES,electricity,dem,d288,26.41504181
FI,FI,electricity,dem,d288,2.076148291
FR,FR,electricity,dem,d288,52.63197926
GR,GR,electricity,dem,d288,5.46670382
HR,HR,electricity,dem,d288,1.971196591
HU,HU,electricity,dem,d288,3.41731696
IE,IE,electricity,dem,d288,2.657803141
IT,IT,electricity,dem,d288,14.62853747
LU,LU,electricity,dem,d288,0.690357522
NL,NL,electricity,dem,d288,8.053212791
NO,NO,electricity,dem,d288,10.64001744
PL,PL,electricity,dem,d288,16.9409036
PT,PT,electricity,dem,d288,5.012548214
RO,RO,electricity,dem,d288,5.41226549
SE,SE,electricity,dem,d288,11.86290764
SI,SI,electricity,dem,d288,0.921528576
SK,SK,electricity,dem,d288,2.034040597
UK,UK,electricity,dem,d288,33.13718985
EE,EE,electricity,dem,d288,0.696324278
LT,LT,electricity,dem,d288,0.503335463
LV,LV,electricity,dem,d288,0.639610386
NONEU_Balkan,NONEU_Balkan,electricity,dem,d288,4.438091881
TR,TR,electricity,dem,d288,22.37158031
AT,AT,electricity,dem,d289,4.608512029
BE,BE,electricity,dem,d289,5.705118821
BG,BG,electricity,dem,d289,3.447956409
CH,CH,electricity,dem,d289,8.433884298
CZ,CZ,electricity,dem,d289,5.341273036
DK,DK,electricity,dem,d289,4.413969167
ES,ES,electricity,dem,d289,26.59053454
FI,FI,electricity,dem,d289,2.144143294
FR,FR,electricity,dem,d289,52.71354691
GR,GR,electricity,dem,d289,5.679470391
HR,HR,electricity,dem,d289,1.97041108
HU,HU,electricity,dem,d289,3.513639705
IE,IE,electricity,dem,d289,2.695037232
IT,IT,electricity,dem,d289,14.75672149
LU,LU,electricity,dem,d289,0.68582072
NL,NL,electricity,dem,d289,7.981599645
NO,NO,electricity,dem,d289,10.84421752
PL,PL,electricity,dem,d289,17.22603382
PT,PT,electricity,dem,d289,5.007825266
RO,RO,electricity,dem,d289,5.401915157
SE,SE,electricity,dem,d289,12.26811142
SI,SI,electricity,dem,d289,0.940985862
SK,SK,electricity,dem,d289,2.082931634
UK,UK,electricity,dem,d289,33.0587585
EE,EE,electricity,dem,d289,0.703935085
LT,LT,electricity,dem,d289,0.495254124
LV,LV,electricity,dem,d289,0.643590728
NONEU_Balkan,NONEU_Balkan,electricity,dem,d289,4.563269277
TR,TR,electricity,dem,d289,23.24229227
AT,AT,electricity,dem,d290,4.614755579
BE,BE,electricity,dem,d290,5.685056413
BG,BG,electricity,dem,d290,3.716096501
CH,CH,electricity,dem,d290,8.138749952
CZ,CZ,electricity,dem,d290,5.366476067
DK,DK,electricity,dem,d290,4.521839626
ES,ES,electricity,dem,d290,26.56971136
FI,FI,electricity,dem,d290,2.236089623
FR,FR,electricity,dem,d290,51.21416398
GR,GR,electricity,dem,d290,5.351258605
HR,HR,electricity,dem,d290,1.955442729
HU,HU,electricity,dem,d290,3.44107657
IE,IE,electricity,dem,d290,2.656447175
IT,IT,electricity,dem,d290,14.73697959
LU,LU,electricity,dem,d290,0.68927947
NL,NL,electricity,dem,d290,7.973398004
NO,NO,electricity,dem,d290,10.85331295
PL,PL,electricity,dem,d290,17.23663375
PT,PT,electricity,dem,d290,4.962938961
RO,RO,electricity,dem,d290,5.589256174
SE,SE,electricity,dem,d290,12.41839365
SI,SI,electricity,dem,d290,0.940198426
SK,SK,electricity,dem,d290,2.013917994
UK,UK,electricity,dem,d290,32.51508228
EE,EE,electricity,dem,d290,0.734894297
LT,LT,electricity,dem,d290,0.503863223
LV,LV,electricity,dem,d290,0.641171904
NONEU_Balkan,NONEU_Balkan,electricity,dem,d290,4.800204985
TR,TR,electricity,dem,d290,21.89913988
AT,AT,electricity,dem,d291,4.495197268
BE,BE,electricity,dem,d291,5.542191063
BG,BG,electricity,dem,d291,3.618617116
CH,CH,electricity,dem,d291,8.31249509
CZ,CZ,electricity,dem,d291,5.239576092
DK,DK,electricity,dem,d291,4.271407644
ES,ES,electricity,dem,d291,26.41828801
FI,FI,electricity,dem,d291,2.262094182
FR,FR,electricity,dem,d291,50.49463368
GR,GR,electricity,dem,d291,5.151518559
HR,HR,electricity,dem,d291,1.955224531
HU,HU,electricity,dem,d291,3.433217857
IE,IE,electricity,dem,d291,2.672572175
IT,IT,electricity,dem,d291,14.63164605
LU,LU,electricity,dem,d291,0.682631483
NL,NL,electricity,dem,d291,7.908438107
NO,NO,electricity,dem,d291,11.21543434
PL,PL,electricity,dem,d291,17.26780071
PT,PT,electricity,dem,d291,4.964842785
RO,RO,electricity,dem,d291,5.449833363
SE,SE,electricity,dem,d291,12.70861789
SI,SI,electricity,dem,d291,0.922112802
SK,SK,electricity,dem,d291,2.012489774
UK,UK,electricity,dem,d291,32.08395791
EE,EE,electricity,dem,d291,0.732153116
LT,LT,electricity,dem,d291,0.497365167
LV,LV,electricity,dem,d291,0.635630043
NONEU_Balkan,NONEU_Balkan,electricity,dem,d291,4.690861879
TR,TR,electricity,dem,d291,21.08173681
AT,AT,electricity,dem,d292,3.848410867
BE,BE,electricity,dem,d292,4.868054763
BG,BG,electricity,dem,d292,3.319790398
CH,CH,electricity,dem,d292,7.144739114
CZ,CZ,electricity,dem,d292,4.428398115
DK,DK,electricity,dem,d292,3.810672802
ES,ES,electricity,dem,d292,23.44750039
FI,FI,electricity,dem,d292,2.142090061
FR,FR,electricity,dem,d292,44.27304194
GR,GR,electricity,dem,d292,5.014551259
HR,HR,electricity,dem,d292,1.813657966
HU,HU,electricity,dem,d292,3.141069441
IE,IE,electricity,dem,d292,2.407755697
IT,IT,electricity,dem,d292,12.44978346
LU,LU,electricity,dem,d292,0.592344632
NL,NL,electricity,dem,d292,6.883112049
NO,NO,electricity,dem,d292,10.94044407
PL,PL,electricity,dem,d292,15.47364384
PT,PT,electricity,dem,d292,4.288582628
RO,RO,electricity,dem,d292,4.955969168
SE,SE,electricity,dem,d292,11.71627303
SI,SI,electricity,dem,d292,0.838619199
SK,SK,electricity,dem,d292,1.849290113
UK,UK,electricity,dem,d292,28.35486189
EE,EE,electricity,dem,d292,0.633922116
LT,LT,electricity,dem,d292,0.436326321
LV,LV,electricity,dem,d292,0.552257182
NONEU_Balkan,NONEU_Balkan,electricity,dem,d292,4.605839004
TR,TR,electricity,dem,d292,20.52122081
AT,AT,electricity,dem,d293,3.469892794
BE,BE,electricity,dem,d293,4.638004356
BG,BG,electricity,dem,d293,3.305218738
CH,CH,electricity,dem,d293,7.07796138
CZ,CZ,electricity,dem,d293,4.291650976
DK,DK,electricity,dem,d293,3.744337861
ES,ES,electricity,dem,d293,21.31601381
FI,FI,electricity,dem,d293,2.079255639
FR,FR,electricity,dem,d293,40.8446704
GR,GR,electricity,dem,d293,4.685206731
HR,HR,electricity,dem,d293,1.690463634
HU,HU,electricity,dem,d293,2.969400904
IE,IE,electricity,dem,d293,2.277473025
IT,IT,electricity,dem,d293,10.97428383
LU,LU,electricity,dem,d293,0.547605476
NL,NL,electricity,dem,d293,6.442376684
NO,NO,electricity,dem,d293,10.89475111
PL,PL,electricity,dem,d293,13.82476139
PT,PT,electricity,dem,d293,3.997077925
RO,RO,electricity,dem,d293,4.459958238
SE,SE,electricity,dem,d293,11.8426078
SI,SI,electricity,dem,d293,0.849795708
SK,SK,electricity,dem,d293,1.77662941
UK,UK,electricity,dem,d293,27.28132558
EE,EE,electricity,dem,d293,0.622409159
LT,LT,electricity,dem,d293,0.427898639
LV,LV,electricity,dem,d293,0.546347904
NONEU_Balkan,NONEU_Balkan,electricity,dem,d293,4.644882216
TR,TR,electricity,dem,d293,19.17343286
AT,AT,electricity,dem,d294,4.450902116
BE,BE,electricity,dem,d294,5.41319656
BG,BG,electricity,dem,d294,3.466009477
CH,CH,electricity,dem,d294,8.731069138
CZ,CZ,electricity,dem,d294,5.084076528
DK,DK,electricity,dem,d294,4.507306882
ES,ES,electricity,dem,d294,25.9745483
FI,FI,electricity,dem,d294,2.30193973
FR,FR,electricity,dem,d294,48.01274409
GR,GR,electricity,dem,d294,5.127636597
HR,HR,electricity,dem,d294,1.939907064
HU,HU,electricity,dem,d294,3.347964583
IE,IE,electricity,dem,d294,2.652525868
IT,IT,electricity,dem,d294,13.99695938
LU,LU,electricity,dem,d294,0.660890769
NL,NL,electricity,dem,d294,7.76511504
NO,NO,electricity,dem,d294,11.86265888
PL,PL,electricity,dem,d294,16.59747377
PT,PT,electricity,dem,d294,4.863464171
RO,RO,electricity,dem,d294,5.283806364
SE,SE,electricity,dem,d294,13.27580802
SI,SI,electricity,dem,d294,0.921020553
SK,SK,electricity,dem,d294,2.005042626
UK,UK,electricity,dem,d294,31.78702558
EE,EE,electricity,dem,d294,0.730927648
LT,LT,electricity,dem,d294,0.514484412
LV,LV,electricity,dem,d294,0.64432556
NONEU_Balkan,NONEU_Balkan,electricity,dem,d294,4.534122951
TR,TR,electricity,dem,d294,20.98400383
AT,AT,electricity,dem,d295,4.576318013
BE,BE,electricity,dem,d295,5.503904024
BG,BG,electricity,dem,d295,3.46615304
CH,CH,electricity,dem,d295,9.154974468
CZ,CZ,electricity,dem,d295,5.155033194
DK,DK,electricity,dem,d295,4.494180534
ES,ES,electricity,dem,d295,26.81234501
FI,FI,electricity,dem,d295,2.340941986
FR,FR,electricity,dem,d295,48.72974423
GR,GR,electricity,dem,d295,5.301229198
HR,HR,electricity,dem,d295,1.965741653
HU,HU,electricity,dem,d295,3.370348154
IE,IE,electricity,dem,d295,2.670849732
IT,IT,electricity,dem,d295,14.8870864
LU,LU,electricity,dem,d295,0.666820055
NL,NL,electricity,dem,d295,7.837405608
NO,NO,electricity,dem,d295,11.63928132
PL,PL,electricity,dem,d295,16.88268309
PT,PT,electricity,dem,d295,4.976082667
RO,RO,electricity,dem,d295,5.301210256
SE,SE,electricity,dem,d295,12.59167179
SI,SI,electricity,dem,d295,0.932730486
SK,SK,electricity,dem,d295,2.03574936
UK,UK,electricity,dem,d295,31.89908128
EE,EE,electricity,dem,d295,0.741311883
LT,LT,electricity,dem,d295,0.514913217
LV,LV,electricity,dem,d295,0.653572202
NONEU_Balkan,NONEU_Balkan,electricity,dem,d295,4.53289135
TR,TR,electricity,dem,d295,21.69440281
